# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
21.0952305,-1.9318118,-1.1609594,-0.5092566,-0.3600404,4.0000000,0.0000000
21.1952079,-1.8805695,-1.0731055,-0.5472674,-0.3880104,4.0000000,0.0000000
21.2951853,-1.8265869,-0.9883769,-0.5878012,-0.4195399,4.0000000,0.0000000
21.3951627,-1.7698550,-0.9070617,-0.6311139,-0.4547802,4.0000000,0.0000000
21.4951401,-1.7103650,-0.8294480,-0.6774629,-0.4937726,4.0000000,0.0000000
21.5951175,-1.6481079,-0.7558239,-0.7270980,-0.5363816,4.0000000,0.0000000
21.6950949,-1.5791019,-0.6824443,-0.7825553,-0.5555582,4.0000000,0.0000000
21.7950723,-1.5050283,-0.6120729,-0.8395624,-0.5598302,4.0000000,0.0000000
21.8950497,-1.4280420,-0.5468402,-0.8961839,-0.5619355,4.0000000,0.0000000
21.9950271,-1.3483771,-0.4867106,-0.9523029,-0.5621395,4.0000000,0.0000000
22.0950045,-1.2662678,-0.4316482,-1.0078279,-0.5607537,4.0000000,0.0000000
22.1949819,-1.1819481,-0.3816173,-1.0626938,-0.5581172,4.0000000,0.0000000
22.2949593,-1.0953518,-0.3364354,-1.1170275,-0.5517409,4.0000000,0.0000000
22.3949367,-1.0050814,-0.2953791,-1.1703852,-0.5228268,4.0000000,0.0000000
22.4949141,-0.9129579,-0.2591063,-1.2204104,-0.4865440,4.0000000,0.0000000
22.5948915,-0.8189895,-0.2272432,-1.2666607,-0.4449265,4.0000000,0.0000000
22.6948689,-0.7231846,-0.1994161,-1.3088264,-0.3999673,4.0000000,0.0000000
22.7948462,-0.6255516,-0.1752510,-1.3467199,-0.3534357,4.0000000,0.0000000
22.8948236,-0.5260989,-0.1543743,-1.3802585,-0.3067766,4.0000000,0.0000000
22.9948010,-0.4295617,-0.1372025,-1.4088974,-0.2821213,4.0000000,0.0000000
23.0947784,-0.3328632,-0.1227469,-1.4356297,-0.2649319,4.0000000,0.0000000
23.1947558,-0.2347410,-0.1106825,-1.4610224,-0.2489897,4.0000000,0.0000000
23.2947332,-0.1352940,-0.1009470,-1.4851548,-0.2342421,4.0000000,0.0000000
23.3947106,-0.0346215,-0.0934783,-1.5081043,-0.2206280,4.0000000,0.0000000
23.4946880,0.0671774,-0.0882142,-1.5299451,-0.2080817,4.0000000,0.0000000
23.5946654,0.1700035,-0.0850924,-1.5507485,-0.1965354,4.0000000,0.0000000
