# s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
20.6927261,2.2484940,8.6889138,-0.8697697,-0.0637800,4.4568040,7.0000000
20.7926909,2.3255547,8.7536218,-0.8742086,-0.0252604,4.6111398,7.0000000
20.8926558,2.4038093,8.8189897,-0.8749576,0.0101839,4.7604745,7.0000000
20.9926207,2.4825334,8.8848891,-0.8721404,0.0446806,4.9052651,7.0000000
21.0925855,2.5610031,8.9511914,-0.8657447,0.0801777,5.0459027,7.0000000
21.1925504,2.6384906,9.0177578,-0.8559659,0.1045482,5.1827254,7.0000000
21.2925152,2.7146363,9.0845826,-0.8448656,0.1145752,5.3160277,7.0000000
21.3924801,2.7894707,9.1518042,-0.8328440,0.1244077,5.4460681,7.0000000
21.4924450,2.8630228,9.2195505,-0.8199250,0.1339226,5.5730751,7.0000000
21.5924098,2.9353215,9.2879495,-0.8061407,0.1429938,5.6972515,7.0000000
21.6923747,3.0063960,9.3571293,-0.7915313,0.1514948,5.8187784,6.8706622
21.7923395,3.0762752,9.4272178,-0.7761449,0.1593028,5.9356408,6.3874721
21.8923044,3.1452271,9.4985948,-0.7599658,0.1672128,6.0422576,5.8952497
21.9922693,3.2134962,9.5716647,-0.7427610,0.1769061,6.1390156,5.3328489
22.0922341,3.2804590,9.6459277,-0.7245800,0.1867512,6.2252476,4.7626985
22.1921990,3.3460134,9.7214167,-0.7054106,0.1967284,6.3012628,4.1887188
22.2921638,3.4100575,9.7981646,-0.6852423,0.2068097,6.3673670,3.6152375
22.3921287,3.4724893,9.8762046,-0.6640667,0.2169581,6.4238739,1.9132431
22.4920936,3.5332066,9.9555696,-0.6418781,0.2271266,6.4535781,-2.3158777
22.5920584,3.5920843,10.0362597,-0.6187086,0.2351334,6.4176052,-2.3122669
22.6920233,3.6489917,10.1182105,-0.5952046,0.2360051,6.3814862,-2.3851614
22.7919881,3.7039737,10.2015093,-0.5716069,0.2368367,6.3440131,-2.4639032
22.8919530,3.7570001,10.2861315,-0.5479154,0.2376213,6.3050689,-2.5490183
22.9919179,3.8080408,10.3720521,-0.5241306,0.2383518,6.2645247,-2.6410555
23.0918827,3.8570656,10.4592465,-0.5002533,0.2390210,6.2222379,-2.7405835
23.1918476,3.9040444,10.5476898,-0.4762851,0.2396211,6.1780515,-2.8483695
23.2918124,3.9488982,10.6372570,-0.4522540,0.2402404,6.1317898,-2.9625690
23.3917773,3.9913438,10.7273542,-0.4282618,0.2415851,6.0833002,-3.0552023
23.4917422,4.0316641,10.8185747,-0.4040900,0.2431656,6.0328861,-3.1452987
23.5917070,4.0698081,10.9108660,-0.3797178,0.2449693,5.9805415,-3.2336977
23.6916719,4.1057248,11.0041758,-0.3551253,0.2469829,5.9262437,-3.3213047
23.7916367,4.1393632,11.0984516,-0.3302933,0.2491915,5.8699520,-3.4090958
23.8916016,4.1706724,11.1936409,-0.3052039,0.2515792,5.8116054,-3.4981217
23.9915665,4.1996013,11.2896914,-0.2798401,0.2541282,5.7511198,-3.5760117
24.0915313,4.2263322,11.3873943,-0.2543652,0.2490041,5.6886226,-3.9265867
24.1914962,4.2505734,11.4856757,-0.2293384,0.2458046,5.6191980,-4.2261803
24.2914610,4.2723006,11.5842432,-0.2046000,0.2447267,5.5435049,-4.4698463
24.3914259,4.2914954,11.6828256,-0.1799848,0.2458079,5.4623065,-4.6590300
24.4913908,4.3081392,11.7811515,-0.1553243,0.2491423,5.3763662,-4.7943627
24.5913556,4.3222136,11.8789496,-0.1304443,0.2548891,5.2864712,-4.8754859
24.6913205,4.3337001,11.9759484,-0.1051606,0.2632818,5.1934597,-4.8758920
24.7912853,4.3430365,12.0773827,-0.0785322,0.2573250,5.0987437,-5.2804487
24.8912502,4.3496837,12.1784524,-0.0530041,0.2461688,4.9941435,-5.8277619
24.9912151,4.3537821,12.2786293,-0.0290124,0.2318850,4.8760974,-6.4533757
25.0911799,4.3555479,12.3781024,-0.0067703,0.2147734,4.7419515,-7.1383535
25.1911448,4.3551972,12.4770606,0.0135352,0.1952165,4.5890016,-7.8594246
25.2911096,4.3529462,12.5756925,0.0317464,0.1736558,4.4144765,-8.5951141
25.3910745,4.3489160,12.6761567,0.0481273,0.1579817,4.2153510,-9.1907899
25.4910394,4.3428365,12.7830648,0.0657388,0.1723444,3.9914499,-9.2378552
25.5910042,4.3348982,12.8884107,0.0851026,0.1961089,3.7529655,-9.1465560
25.6909691,4.3250529,12.9909092,0.1070436,0.2328186,3.5008687,-8.9778377
